Employee_Name,EmpID,MarriedID,GenderID,DeptID,New PayRate (hour),PositionID,State,DOB,DateofHire,DateofTermination,TermReason,EmploymentStatus,ManagerID,RecruitmentSource,PerformanceScore,EmpSatisfaction,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,PerformanceScore_Norm,PerformanceScore_Scaled,EmpSatisfaction_Scaled,Tenure,Age,AgeGroup
" Boutwell, Bonalyn     ",1307060188,1,0,1,34.95,26,MA,1987-04-04,2015-02-16,,N/A - still employed,Active,3,Diversity Job Fair,Fully Meets,4,16696,14037,3842,4802,10835,8902,17261,13365,2611,6535,13705,16048,3,0.6666666666666666,0.75,9.578082191780823,37,30-39
" Baczenski, Rachael       ",1307060083,1,0,5,20.4,19,MA,1974-01-12,2011-10-01,2011-12-01,Another position,Voluntarily Terminated,14,Diversity Job Fair,Fully Meets,4,6240,15838,9887,11414,9627,17236,4786,17634,7654,1249,6954,19163,3,0.6666666666666666,0.75,0.16712328767123288,50,50-59
" Gray, Elijiah       ",1307060077,0,1,5,54.0,18,MA,1981-07-11,2015-02-06,,N/A - still employed,Active,2,Employee Referral,Fully Meets,3,19050,15774,16394,19790,3200,1265,11125,16972,18395,9329,16028,12306,3,0.6666666666666666,0.5,9.605479452054794,43,40-49
" Pelech, Emil     ",1307060058,0,1,5,24.0,19,MA,1988-03-17,2011-10-01,2012-12-28,career change,Voluntarily Terminated,39,Search Engine - Google Bing Yahoo,Needs Improvement,5,6286,15144,11414,8568,9930,4207,3227,4906,17148,4651,14242,17427,2,0.3333333333333333,1.0,1.2438356164383562,36,30-39
" Peterson, Kayla      ",1307059944,1,0,5,20.4,19,MA,1973-09-23,2010-04-26,,N/A - still employed,Active,19,Search Engine - Google Bing Yahoo,Fully Meets,3,7423,4222,6849,16924,8574,10805,7163,13232,4625,16673,10295,17561,3,0.6666666666666666,0.5,14.391780821917807,51,50-59
" Hankard, Earnest     ",1307059937,0,1,5,24.0,20,MA,1988-08-10,2013-11-11,,N/A - still employed,Active,18,Newspager/Magazine,Fully Meets,3,6367,12695,11739,3849,7515,17269,4348,17940,7724,13589,8692,5569,3,0.6666666666666666,0.5,10.843835616438357,36,30-39
" Singh, Nan      ",1307059817,0,0,1,19.871999999999996,2,MA,1988-05-19,2015-01-05,,N/A - still employed,Active,1,Website Banner Ads,Fully Meets,3,18115,5277,1153,3913,10265,12045,7168,7277,19572,6809,17154,17432,3,0.6666666666666666,0.5,9.693150684931506,36,30-39
" Digitale, Alfred     ",1306059197,1,1,6,56.0,3,NH,1988-09-14,2014-08-18,,N/A - still employed,Active,17,Pay Per Click - Google,Fully Meets,5,5341,4344,11769,6170,8132,17087,1287,3815,12560,7409,3756,1705,3,0.6666666666666666,1.0,10.076712328767123,36,30-39
" DeGweck,  James     ",1306058816,1,1,5,23.5,19,MA,1977-10-31,2011-05-16,2015-08-06,unhappy,Voluntarily Terminated,39,Billboard,Fully Meets,4,6170,6025,11860,7012,10812,18153,11214,3334,2250,10982,15504,9219,3,0.6666666666666666,0.75,4.227397260273973,46,40-49
" Huynh, Ming     ",1306058509,0,0,5,27.599999999999998,20,MA,1976-09-22,2011-02-21,2013-01-04,unhappy,Voluntarily Terminated,11,Search Engine - Google Bing Yahoo,Fully Meets,3,11896,14717,7254,5035,2732,9807,14007,8206,15814,8221,13322,16200,3,0.6666666666666666,0.5,1.8712328767123287,48,40-49
" Mullaney, Howard     ",1306057978,0,1,6,55.0,3,AL,1975-11-02,2014-09-29,,N/A - still employed,Active,17,Internet Search,Poor,3,18393,9740,1555,5864,17726,3002,5368,13403,10102,3850,17020,7330,1,0.0,0.5,9.961643835616439,48,40-49
" Johnston, Yen     ",1306057810,0,0,5,30.0,20,MA,1969-09-08,2014-07-07,,N/A - still employed,Active,12,Professional Society,Exceeds,3,6875,9278,11005,1989,2797,11496,12617,5093,19355,8757,18203,14758,4,1.0,0.5,10.191780821917808,55,50-59
" Pham, Hong     ",1305057440,1,1,5,18.0,19,MA,1988-03-06,2011-05-07,2012-11-30,more money,Voluntarily Terminated,12,Search Engine - Google Bing Yahoo,Fully Meets,3,15155,12531,6286,18610,9333,19647,3210,12397,10055,15768,15214,8249,3,0.6666666666666666,0.5,1.5698630136986302,36,30-39
" Chan, Lin     ",1305057282,0,0,5,23.4,19,MA,1979-02-12,2014-12-05,,N/A - still employed,Active,16,Internet Search,Fully Meets,4,10984,1184,1192,5528,1550,13343,13891,17645,16441,4320,18225,5063,3,0.6666666666666666,0.75,9.778082191780822,45,40-49
" Lundy, Susan     ",1305056276,0,0,5,28.799999999999997,20,MA,1976-12-26,2013-08-07,2013-09-15,more money,Voluntarily Terminated,22,On-campus Recruiting,Fully Meets,4,2172,15498,9318,1516,19350,16140,7606,18814,2232,16102,2796,14252,3,0.6666666666666666,0.75,0.10684931506849316,47,40-49
" Langton, Enrico     ",1304055987,1,1,5,17.0,19,MA,1986-12-09,2012-09-07,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,5,3288,6119,12237,7878,1195,8510,5479,1485,15715,14372,19565,19669,3,0.6666666666666666,1.0,12.021917808219179,37,30-39
" Mancuso, Karen     ",1304055986,1,0,5,27.599999999999998,20,MA,1986-12-10,2011-05-07,2011-08-19,Another position,Voluntarily Terminated,11,Newspager/Magazine,Fully Meets,4,18351,6397,15490,5128,12726,12585,5230,14223,3084,10254,19673,16238,3,0.6666666666666666,0.75,0.28493150684931506,37,30-39
" Anderson, Linda       ",1304055947,0,0,5,27.599999999999998,19,MA,1977-05-22,2012-09-01,,N/A - still employed,Active,11,MBTA ads,Exceeds,5,14906,1464,18312,12158,7185,2743,19804,11788,1466,11316,14771,12475,4,1.0,1.0,12.038356164383561,47,40-49
" Knapp, Bradley  J     ",1304055683,0,1,5,14.0,19,MA,1977-11-10,2014-02-17,,N/A - still employed,Active,19,On-campus Recruiting,Fully Meets,3,15297,15817,11459,9226,17898,12977,7882,13911,6624,6723,5614,4523,3,0.6666666666666666,0.5,10.575342465753424,46,40-49
" Martin, Sandra     ",1303054625,0,0,4,55.51,24,MA,1987-11-07,2013-11-11,,N/A - still employed,Active,10,Search Engine - Google Bing Yahoo,Fully Meets,5,19267,2276,18754,12900,2307,4138,8741,9477,14067,7587,8761,13306,3,0.6666666666666666,1.0,10.843835616438357,36,30-39
" Bozzi, Charles     ",1303054580,0,1,5,50.5,18,MA,1970-03-10,2013-09-30,2014-07-08,retiring,Voluntarily Terminated,2,Billboard,Fully Meets,3,2228,8900,14241,16655,15946,5990,9557,17933,10997,15986,14443,18628,3,0.6666666666666666,0.5,0.7698630136986301,54,50-59
" Beak, Kimberly       ",1303054329,1,0,5,32.4,20,MA,1966-04-17,2016-07-21,,N/A - Has not started yet,Future Start,18,Employee Referral,Exceeds,3,1948,17792,1740,7024,13190,8687,8517,9702,10820,15953,3989,18104,4,1.0,0.5,8.150684931506849,58,50-59
" Sander, Kamrin     ",1302053362,1,0,5,25.2,19,MA,1988-07-10,2014-09-29,,N/A - still employed,Active,16,On-campus Recruiting,Fully Meets,3,1072,7596,15201,6462,2813,10347,7395,12267,2658,14436,18406,7245,3,0.6666666666666666,0.5,9.961643835616439,36,30-39
" Fernandes, Nilson       ",1302053339,1,1,5,18.0,19,MA,1989-10-18,2015-11-05,,N/A - still employed,Active,11,Professional Society,Poor,5,5753,15231,8665,1296,3604,13481,12866,3170,4182,4243,16388,4961,1,0.0,1.0,8.860273972602739,34,30-39
" Steans, Tyrone       ",1302053333,0,1,1,29.0,1,MA,1986-09-01,2014-09-29,,N/A - still employed,Active,1,Internet Search,Fully Meets,5,5897,13932,18261,5741,15598,7476,2940,12813,12691,18802,3854,15909,3,0.6666666666666666,1.0,9.961643835616439,38,30-39
" Gill, Whitney       ",1302053046,0,0,6,55.0,3,OH,1971-07-10,2014-07-07,2015-05-09,attendance,Terminated for Cause,17,Monster.com,Fully Meets,4,11939,1585,4697,13809,12310,11322,3788,10802,9443,16640,8672,15190,3,0.6666666666666666,0.75,0.8383561643835616,53,50-59
" Newman, Richard      ",1302053044,1,1,5,21.0,19,MA,1977-04-08,2014-12-05,,N/A - still employed,Leave of Absence,19,On-campus Recruiting,Fully Meets,5,11456,3118,5845,19013,12057,3927,1245,15956,3003,16080,2113,9991,3,0.6666666666666666,1.0,9.778082191780822,47,40-49
" Clayton, Rick     ",1301052902,0,1,3,28.99,14,MA,1985-09-05,2012-05-09,,N/A - still employed,Active,6,Glassdoor,Fully Meets,3,13789,14489,18351,15261,14955,16844,13031,11695,7767,9415,4576,9886,3,0.6666666666666666,0.5,12.353424657534246,39,30-39
" Keatts, Kramer      ",1301052462,0,1,5,19.0,19,MA,1976-01-19,2013-09-30,,N/A - still employed,Active,22,Billboard,Fully Meets,4,7544,17964,18128,16564,16958,12987,6477,3435,5170,17761,10215,2039,3,0.6666666666666666,0.75,10.95890410958904,48,40-49
" Burkett, Benjamin      ",1301052449,1,1,5,26.0,20,MA,1977-08-19,2011-04-04,,N/A - still employed,Active,19,Careerbuilder,Fully Meets,5,12185,9720,10717,2647,6629,11087,5776,18544,8801,13990,3143,14645,3,0.6666666666666666,1.0,13.452054794520548,47,40-49
" Moumanil, Maliki      ",1301052436,0,1,5,29.0,20,MA,1974-12-01,2013-05-13,,N/A - still employed,Active,22,On-campus Recruiting,Fully Meets,5,5602,3950,6338,10310,8225,3191,11565,2976,11365,10272,13419,17138,3,0.6666666666666666,1.0,11.342465753424657,49,40-49
" Warfield, Sarah     ",1301052347,0,0,3,55.2,28,MA,1978-05-02,2015-03-30,,N/A - still employed,Active,7,Employee Referral,Fully Meets,4,13489,10328,19461,7111,8949,13151,5458,9347,1009,6594,19822,12513,3,0.6666666666666666,0.75,9.463013698630137,46,40-49
" Athwal, Sam     ",1301052124,0,1,5,22.0,19,MA,1983-02-18,2013-09-30,,N/A - still employed,Active,19,Employee Referral,Fully Meets,4,9926,6799,8333,11776,19989,4170,8881,12055,3526,3043,3850,18632,3,0.6666666666666666,0.75,10.95890410958904,41,40-49
" Bacong, Alejandro      ",1212052023,0,1,3,45.0,14,MA,1988-01-07,2015-05-01,,N/A - still employed,Active,7,Glassdoor,Fully Meets,5,3316,2003,11175,8815,7737,5540,12975,19941,7404,13503,18335,4853,3,0.6666666666666666,1.0,9.375342465753425,36,30-39
" Barton, Nader     ",1212051962,0,1,5,18.0,19,MA,1977-07-15,2012-09-24,2013-06-04,Another position,Voluntarily Terminated,22,On-line Web application,Fully Meets,5,12416,17083,7392,10390,18002,17122,4456,2048,1246,6831,16029,9054,3,0.6666666666666666,1.0,0.6931506849315069,47,40-49
" Bachiochi, Linda     ",1212051409,0,0,5,26.4,19,MA,1970-02-11,2009-06-07,,N/A - still employed,Leave of Absence,12,Diversity Job Fair,Fully Meets,3,8270,2307,10094,8279,9427,18271,5242,5959,2227,4226,5306,19414,3,0.6666666666666666,0.5,15.276712328767124,54,50-59
" Zima, Colleen     ",1211051232,0,0,5,18.0,19,MA,1978-08-17,2014-09-29,,N/A - still employed,Active,14,On-campus Recruiting,Fully Meets,5,7029,10008,5852,9292,2013,15695,7513,3780,11817,10066,7135,5669,3,0.6666666666666666,1.0,9.961643835616439,46,40-49
" Rhoads, Thomas     ",1211050793,0,1,5,20.0,19,MA,1982-07-22,2011-05-16,2016-01-15,retiring,Voluntarily Terminated,16,Professional Society,Fully Meets,4,13437,1320,19707,4895,1460,3658,6222,17799,4855,18481,17433,16379,3,0.6666666666666666,0.75,4.671232876712328,42,40-49
" McKinzie, Jac     ",1209049326,1,1,6,55.0,3,TX,1984-07-01,2016-06-07,,N/A - Has not started yet,Future Start,21,Website Banner Ads,Fully Meets,4,17304,19598,2277,10050,14144,2556,11215,1254,12003,4176,8589,9288,3,0.6666666666666666,0.75,8.271232876712329,40,40-49
" Mahoney, Lauren       ",1209049259,0,0,5,20.4,19,MA,1986-07-07,2014-06-01,,N/A - still employed,Active,19,Newspager/Magazine,Fully Meets,4,15990,15212,2743,11718,2246,9240,8745,15651,8021,15697,11636,9661,3,0.6666666666666666,0.75,10.29041095890411,38,30-39
" Martins, Joseph     ",1209048771,0,1,6,56.0,3,TX,1970-06-11,2012-05-14,,N/A - still employed,Active,21,Employee Referral,Fully Meets,5,1373,17987,9449,8468,16269,8037,7427,5705,3369,15210,12750,17850,3,0.6666666666666666,1.0,12.33972602739726,54,50-59
" Close, Phil     ",1209048697,1,1,5,26.0,20,MA,1978-11-25,2010-08-30,2011-09-26,career change,Voluntarily Terminated,14,Other,Fully Meets,4,1256,13009,8171,12251,13878,15388,9755,4625,11255,2455,10577,3856,3,0.6666666666666666,0.75,1.073972602739726,45,40-49
" DiNocco, Lily      ",1209048696,1,0,5,26.4,19,MA,1978-12-02,2013-07-01,,N/A - still employed,Active,12,Pay Per Click - Google,Needs Improvement,4,1086,9703,17585,8665,17864,16538,7110,3603,17468,16321,16838,17495,2,0.3333333333333333,0.75,11.208219178082192,45,40-49
" Rarrick, Quinn     ",1208048229,0,1,5,21.0,19,MA,1984-12-31,2011-09-26,2012-07-04,more money,Voluntarily Terminated,22,Pay Per Click - Google,Fully Meets,5,1377,2715,1976,2261,1583,7833,10281,7799,6987,1937,15296,15641,3,0.6666666666666666,1.0,0.7726027397260274,39,30-39
" Chace, Beatrice      ",1208048062,0,0,5,19.2,19,MA,1951-01-02,2014-09-29,,N/A - still employed,Active,22,Search Engine - Google Bing Yahoo,Fully Meets,4,6264,7541,2081,5617,1889,19597,14353,19921,17183,3254,16599,2064,3,0.6666666666666666,0.75,9.961643835616439,73,
" Homberger, Adrienne  J     ",1207046956,1,0,5,33.6,20,MA,1984-02-16,2011-08-15,2012-07-04,relocation out of area,Voluntarily Terminated,30,Glassdoor,Fully Meets,5,5456,16791,2634,7451,14240,2019,11150,12611,3374,15135,5399,3852,3,0.6666666666666666,1.0,0.8876712328767123,40,40-49
" O'hare, Lynn     ",1206044851,0,0,5,22.2,19,MA,1980-09-30,2014-03-31,2016-01-05,performance,Terminated for Cause,20,Professional Society,Poor,2,6521,2490,18212,2766,10208,12709,6283,18823,2713,9843,1182,14673,1,0.0,0.25,1.7671232876712328,43,40-49
" Quinn, Sean     ",1206043417,1,1,1,55.0,23,MA,1984-11-06,2011-02-21,2015-08-15,career change,Voluntarily Terminated,2,Diversity Job Fair,Fully Meets,4,15941,10976,5940,3376,12589,14616,3188,2592,18357,9257,11873,10765,3,0.6666666666666666,0.75,4.482191780821918,39,30-39
" Linares, Marilyn      ",1206042315,1,0,5,18.3,19,MA,1981-03-26,2011-05-07,2011-09-26,unhappy,Voluntarily Terminated,22,Internet Search,Fully Meets,4,12446,17610,7425,2803,16729,17881,17268,6653,11119,6544,5369,19490,3,0.6666666666666666,0.75,0.38904109589041097,43,40-49
" Robinson, Alain       ",1206038000,1,1,5,24.0,19,MA,1974-01-07,2011-10-01,2016-01-26,attendance,Voluntarily Terminated,11,Glassdoor,Fully Meets,3,11913,10478,19095,19371,10734,6755,2193,17152,19065,1738,5904,18494,3,0.6666666666666666,0.5,4.323287671232877,50,50-59
" Miller, Ned     ",1205033439,0,1,5,25.0,20,MA,1985-06-29,2011-08-15,2014-04-09,unhappy,Voluntarily Terminated,12,MBTA ads,Poor,2,12622,14966,9590,1265,13431,2458,15338,18061,19353,10424,19949,2659,1,0.0,0.25,2.652054794520548,39,30-39
" Wolk, Hang  T     ",1205033180,0,0,5,26.4,20,MA,1985-04-20,2014-09-29,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,4,2321,8207,14784,16403,5293,12435,19667,8825,2102,16754,13986,8431,3,0.6666666666666666,0.75,9.961643835616439,39,30-39
" Shields, Seffi     ",1205033102,1,0,5,18.0,19,MA,1985-08-24,2013-08-19,,N/A - still employed,Active,11,Newspager/Magazine,Fully Meets,4,9502,1179,10443,18719,11079,17842,2166,8808,2329,14793,15455,10440,3,0.6666666666666666,0.75,11.073972602739726,39,30-39
" Ndzi, Horia     ",1204033044,1,1,5,22.0,19,MA,1983-03-28,2013-01-04,2016-05-25,more money,Voluntarily Terminated,11,Employee Referral,Fully Meets,3,3096,12026,11696,16088,9237,6394,7827,17426,10691,14001,19818,16435,3,0.6666666666666666,0.5,3.389041095890411,41,40-49
" Ndzi, Colombui     ",1204033041,0,1,5,18.0,19,MA,1989-05-02,2011-09-26,2014-04-04,return to school,Voluntarily Terminated,39,Diversity Job Fair,Fully Meets,3,5763,11225,2322,14279,15424,16690,16614,11924,2162,14398,7099,17875,3,0.6666666666666666,0.5,2.5232876712328767,35,30-39
" Girifalco, Evelyn     ",1204032927,0,0,5,19.2,19,MA,1980-05-08,2014-09-29,,N/A - still employed,Active,11,Professional Society,Exceeds,4,13824,11147,12652,14314,12043,16493,5841,8108,16340,18187,13153,3536,4,1.0,0.75,9.961643835616439,44,40-49
" Friedman, Gerry     ",1204032843,0,1,6,55.5,3,NY,1969-02-24,2011-07-03,,N/A - still employed,Active,17,Diversity Job Fair,Fully Meets,5,4127,4328,8093,19593,3754,8810,12417,16522,18883,10660,15498,4438,3,0.6666666666666666,1.0,13.205479452054794,55,50-59
" Del Bosque, Keyla     ",1203032498,0,0,4,57.12,24,MA,1979-07-05,2012-09-01,,N/A - still employed,Active,10,Monster.com,Fully Meets,5,8998,4577,10474,10937,14505,5727,15630,15796,19876,2482,14532,16284,3,0.6666666666666666,1.0,12.038356164383561,45,40-49
" Nguyen, Lei-Ming     ",1203032357,0,0,5,22.8,19,MA,1984-07-07,2013-08-07,,N/A - still employed,Active,14,Vendor Referral,Fully Meets,5,16358,11627,10733,16085,8079,12784,7532,19171,18705,12996,18069,12385,3,0.6666666666666666,1.0,11.106849315068493,40,40-49
" Soto, Julia      ",1203032263,1,0,3,32.988,14,MA,1973-03-12,2011-10-06,,N/A - still employed,Active,6,Information Session,Fully Meets,3,10383,13450,18017,14046,2734,11469,4965,2595,9512,12887,1187,1709,3,0.6666666666666666,0.5,12.945205479452055,51,50-59
" Rogers, Ivan     ",1203032255,1,1,3,42.2,9,MA,1986-08-26,2015-03-30,,N/A - still employed,Active,4,Pay Per Click - Google,Fully Meets,3,17568,12093,4896,15829,16416,3098,9725,6385,18256,11314,2042,2557,3,0.6666666666666666,0.5,9.463013698630137,38,30-39
" Veera, Abdellah      ",1203032235,0,1,5,19.0,19,MA,1987-01-31,2012-08-13,2016-05-02,maternity leave - did not return,Voluntarily Terminated,20,Information Session,Exceeds,5,17451,2811,15278,10046,19037,4015,18811,19029,17806,7765,9886,8178,4,1.0,1.0,3.7205479452054795,37,30-39
" Givens, Myriam     ",1203032099,0,0,6,55.0,3,IN,1989-09-22,2015-02-16,,N/A - still employed,Active,21,Pay Per Click - Google,Fully Meets,5,15462,18980,12955,8155,3685,13981,13574,19246,6756,1360,10838,14173,3,0.6666666666666666,1.0,9.578082191780823,34,30-39
" Pelletier, Ermine     ",1202031821,1,0,5,33.6,20,MA,1989-07-18,2011-05-07,2011-09-15,unhappy,Voluntarily Terminated,11,Monster.com,Needs Improvement,5,18798,1969,12922,13770,17668,19191,8641,10047,5606,15478,3211,12815,2,0.3333333333333333,1.0,0.3589041095890411,35,30-39
" Dobrin, Denisa  S     ",1202031618,0,0,5,20.099999999999998,19,MA,1986-10-07,2012-02-04,,N/A - still employed,Active,14,Monster.com,Fully Meets,5,17888,18938,14627,14538,14003,2421,6198,14789,17729,6456,4235,1770,3,0.6666666666666666,1.0,12.613698630136986,37,30-39
" Jackson, Maryellen     ",1201031438,0,0,5,24.0,19,MA,1972-09-11,2012-05-11,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,3,11222,15862,17928,18679,5418,13626,14223,19142,7888,18416,10769,10203,3,0.6666666666666666,0.5,12.347945205479451,52,50-59
" Szabo, Andrew     ",1201031324,0,1,4,48.0,24,MA,1983-05-06,2014-07-07,,N/A - still employed,Active,10,MBTA ads,Exceeds,5,13761,5551,12202,1612,10380,12308,1514,13862,17203,3326,11021,9755,4,1.0,1.0,10.191780821917808,41,40-49
" Sullivan, Timothy     ",1201031310,1,1,5,19.0,19,MA,1982-10-07,2015-05-01,,N/A - still employed,Active,22,Word of Mouth,Fully Meets,5,3741,15959,17877,8180,7123,9160,10742,14248,18349,11617,8498,1855,3,0.6666666666666666,1.0,9.375342465753425,41,40-49
" Foster-Baker, Amy     ",1201031308,1,0,1,34.95,26,MA,1979-04-16,2009-05-01,,N/A - still employed,Active,9,Other,Fully Meets,3,11667,3183,2163,10433,5052,15690,1919,5815,5882,6754,1668,14849,3,0.6666666666666666,0.5,15.378082191780821,45,40-49
" Davis, Daniel     ",1201031274,0,1,5,25.0,20,MA,1979-09-14,2011-07-11,,N/A - still employed,Active,20,Newspager/Magazine,Fully Meets,4,18419,1389,1527,1887,19471,17821,6923,19663,5966,1525,12978,15662,3,0.6666666666666666,0.75,13.183561643835617,45,40-49
" MacLennan, Samuel     ",1201031032,0,1,5,15.0,19,MA,1972-11-09,2012-09-24,2012-09-26,hours,Voluntarily Terminated,11,Pay Per Click,Fully Meets,4,7388,3877,6076,11651,4448,2003,5101,2298,4506,4848,5793,7704,3,0.6666666666666666,0.75,0.005479452054794521,51,50-59
" Foss, Jason     ",1192991000,0,1,3,65.0,12,MA,1980-07-05,2011-04-15,,N/A - still employed,Active,5,Professional Society,Exceeds,5,11893,5492,16256,2691,2482,13638,1302,4878,13706,7177,3238,17226,4,1.0,1.0,13.421917808219177,44,40-49
" Patronick, Luke     ",1112030979,0,1,4,52.25,24,MA,1979-02-20,2011-07-11,2015-07-09,Another position,Voluntarily Terminated,10,Diversity Job Fair,Exceeds,5,15139,10065,15758,17964,11167,18080,7043,12073,6301,2260,8457,12308,4,1.0,1.0,3.9972602739726026,45,40-49
" Zamora, Jennifer     ",1112030816,0,0,3,65.0,6,MA,1979-08-30,2010-10-04,,N/A - still employed,Active,2,Employee Referral,Exceeds,5,3151,17454,1960,9338,3676,12929,8710,14225,4266,5320,18401,3555,4,1.0,1.0,13.95068493150685,45,40-49
" Nguyen, Dheepa     ",1111030684,0,0,6,55.0,3,GA,1989-03-31,2013-08-07,,N/A - still employed,Active,21,Pay Per Click - Google,Fully Meets,5,1001,14284,8724,13635,9735,1076,15987,6963,19605,10391,14372,17277,3,0.6666666666666666,1.0,11.106849315068493,35,30-39
" Villanueva, Noah     ",1111030503,0,1,6,56.0,3,ME,1989-07-11,2012-05-03,,N/A - still employed,Active,17,Website Banner Ads,Fully Meets,4,18484,1616,10907,19583,3067,11607,8415,5535,13253,4141,4682,10425,3,0.6666666666666666,0.75,12.36986301369863,35,30-39
" Roehrich, Bianca     ",1111030266,0,0,3,58.5,29,MA,1973-05-27,2015-05-01,2015-10-11,Another position,Voluntarily Terminated,4,Vendor Referral,Fully Meets,3,16509,11434,6548,8177,15219,12776,1704,4143,3444,1887,2592,2913,3,0.6666666666666666,0.5,0.4465753424657534,51,50-59
" Stanford,Barbara  M     ",1111030244,0,0,5,16.8,19,MA,1982-08-25,2011-10-01,,N/A - still employed,Active,20,Word of Mouth,Fully Meets,4,14379,18272,10899,4172,3284,4988,7212,19837,3186,4244,13073,9315,3,0.6666666666666666,0.75,12.95890410958904,42,40-49
